run_order,timestamp,level,algorithm,heuristic,repetition,status,cutoff_reason,solution_cost,solution_moves,solution_pushes,expanded_nodes,frontier_size_at_end,max_frontier_size,elapsed_seconds,solution,max_expanded_nodes,timeout_seconds,seed
100,2026-08-23T15:30:37-03:00,levels/experiments/level_03.txt,dfs,null,7,success,,51,51,14,43449,19,103,0.273560708,UP RIGHT RIGHT LEFT LEFT DOWN RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT UP UP UP LEFT DOWN RIGHT DOWN DOWN LEFT LEFT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
101,2026-08-23T15:30:38-03:00,levels/experiments/level_04.txt,bfs,null,4,success,,54,54,20,64687,1778,3178,0.425142125,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
102,2026-08-23T15:30:38-03:00,levels/experiments/level_04.txt,astar,minimum_matching_manhattan,8,success,,54,54,20,45814,2599,3114,0.418991458,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
103,2026-08-23T15:30:39-03:00,levels/experiments/level_04.txt,bfs,null,8,success,,54,54,20,64687,1778,3178,0.425433083,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
104,2026-08-23T15:30:39-03:00,levels/experiments/level_03.txt,dfs,null,6,success,,51,51,14,43449,19,103,0.279893959,UP RIGHT RIGHT LEFT LEFT DOWN RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT UP UP UP LEFT DOWN RIGHT DOWN DOWN LEFT LEFT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
105,2026-08-23T15:30:40-03:00,levels/experiments/level_04.txt,astar,minimum_matching_manhattan,10,success,,54,54,20,45814,2599,3114,0.410193042,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
106,2026-08-23T15:30:42-03:00,levels/experiments/level_04.txt,astar,shortest_push_access,3,success,,54,54,20,50582,3791,4581,1.942171041,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
107,2026-08-23T15:30:42-03:00,levels/experiments/level_04.txt,dfs,null,6,success,,2044,2044,386,70252,1123,1187,0.432644417,UP UP UP UP DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP RIGHT UP RIGHT UP LEFT LEFT DOWN UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN RIGHT UP UP DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN DOWN UP UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP UP DOWN LEFT LEFT LEFT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP DOWN LEFT LEFT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT UP RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP LEFT LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT DOWN DOWN UP UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN UP UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN UP UP UP RIGHT RIGHT DOWN DOWN RIGHT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN DOWN UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN DOWN UP LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT DOWN DOWN UP UP UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP LEFT UP RIGHT DOWN DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT UP DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT DOWN UP UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP DOWN RIGHT RIGHT LEFT LEFT UP LEFT UP RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN RIGHT UP UP DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT DOWN UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT DOWN UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT DOWN RIGHT UP LEFT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT DOWN RIGHT DOWN LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN,1000000,25.0,0
108,2026-08-23T15:30:42-03:00,levels/experiments/level_02.txt,greedy,minimum_matching_manhattan,7,success,,96,96,19,756,76,77,0.005934416,LEFT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT LEFT UP UP RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
109,2026-08-23T15:30:43-03:00,levels/experiments/level_04.txt,bfs,null,6,success,,54,54,20,64687,1778,3178,0.423972916,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
110,2026-08-23T15:30:44-03:00,levels/experiments/level_03.txt,astar,minimum_matching_manhattan,5,success,,43,43,10,43039,210,3515,1.022068417,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
111,2026-08-23T15:30:44-03:00,levels/experiments/level_02.txt,astar,minimum_matching_manhattan,3,success,,78,78,17,30315,37,1015,0.24867725,LEFT RIGHT RIGHT LEFT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
112,2026-08-23T15:30:45-03:00,levels/experiments/level_03.txt,astar,shortest_push_access,6,success,,43,43,10,41018,844,4055,1.029915333,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
113,2026-08-23T15:30:45-03:00,levels/experiments/level_04.txt,greedy,minimum_matching_manhattan,7,success,,64,64,18,867,136,144,0.007231125,UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP,1000000,25.0,0
114,2026-08-23T15:30:46-03:00,levels/experiments/level_04.txt,greedy,shortest_push_access,1,success,,96,96,40,5744,3064,3065,0.173324542,UP UP UP RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP DOWN LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT RIGHT UP LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
115,2026-08-23T15:30:46-03:00,levels/experiments/level_04.txt,astar,minimum_matching_manhattan,3,success,,54,54,20,45814,2599,3114,0.4110295,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
116,2026-08-23T15:30:46-03:00,levels/experiments/level_03.txt,dfs,null,1,success,,51,51,14,43449,19,103,0.282688208,UP RIGHT RIGHT LEFT LEFT DOWN RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT UP UP UP LEFT DOWN RIGHT DOWN DOWN LEFT LEFT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
117,2026-08-23T15:30:47-03:00,levels/experiments/level_02.txt,greedy,shortest_push_access,9,success,,126,126,29,22399,1621,2979,0.789252125,LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN RIGHT DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT UP UP LEFT LEFT UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT UP DOWN DOWN DOWN RIGHT RIGHT UP UP LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
118,2026-08-23T15:30:47-03:00,levels/experiments/level_02.txt,dfs,null,4,success,,174,174,27,2101,94,95,0.012712125,LEFT LEFT UP UP UP UP LEFT LEFT DOWN LEFT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT DOWN RIGHT DOWN RIGHT DOWN DOWN LEFT LEFT LEFT LEFT LEFT LEFT UP UP UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP RIGHT LEFT DOWN DOWN DOWN DOWN RIGHT RIGHT UP UP UP UP UP DOWN DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP RIGHT RIGHT DOWN DOWN DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN LEFT LEFT UP UP UP UP RIGHT RIGHT DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT UP UP UP UP RIGHT LEFT DOWN DOWN DOWN DOWN RIGHT RIGHT UP UP UP UP,1000000,25.0,0
